rank	degree	gene	p-value
205	852	VAV2	0.0023446658851113715
206	847	PCDHA7	0.0023584905660377358
207	846	CENPE	0.0023612750885478157
208	846	CEP250	0.0023612750885478157
209	843	GNB1	0.002369668246445498
210	840	ACTN4	0.0023781212841854932
211	840	KMT2D	0.0023781212841854932
212	840	PCDH7	0.0023781212841854932
213	840	PCDHB7	0.0023781212841854932
214	837	RPGRIP1L	0.002386634844868735
215	836	SYNE1	0.0023894862604540022
216	820	MAPK9	0.00243605359317905
217	819	EBF1	0.0024390243902439024
218	819	CENPF	0.0024390243902439024
219	819	PPP2R1A	0.0024390243902439024
220	819	NUP210	0.0024390243902439024
221	816	AXIN1	0.0024479804161566705
222	814	COL4A2	0.00245398773006135
223	813	ITGB1	0.002457002457002457
224	812	POM121C	0.0024600246002460025
225	804	FOS	0.002484472049689441
226	800	TCF7L2	0.0024968789013732834
227	800	PLCB3	0.0024968789013732834
228	800	PRKCG	0.0024968789013732834
229	798	INSR	0.0025031289111389237
230	793	COL6A2	0.0025188916876574307
231	792	HDAC2	0.0025220680958385876
232	784	GRM4	0.0025477707006369425
233	777	AMPH	0.002570694087403599
234	770	THBS1	0.0025940337224383916
235	770	PCDHB5	0.0025940337224383916
236	770	LAMA3	0.0025940337224383916
237	770	PCDH11Y	0.0025940337224383916
238	768	MAPK13	0.002600780234070221
239	768	YWHAE	0.002600780234070221
240	765	PSME4	0.0026109660574412533
241	760	CTBP2	0.002628120893561104
242	760	MYH11	0.002628120893561104
243	760	NOTCH4	0.002628120893561104
244	759	PIK3CD	0.002631578947368421
245	756	EPAS1	0.002642007926023778
246	756	NEDD4L	0.002642007926023778
247	752	SF3B1	0.0026560424966799467
248	750	GRM8	0.002663115845539281
249	750	ACTN1	0.002663115845539281
250	750	SPTBN5	0.002663115845539281
251	748	CHD9	0.0026702269692923898
252	745	FGFR2	0.002680965147453083
253	744	NTRK1	0.0026845637583892616
254	741	PIK3C2G	0.0026954177897574125
255	740	COL3A1	0.002699055330634278
256	736	SRSF5	0.0027137042062415195
257	736	U2AF2	0.0027137042062415195
258	735	PPP1CC	0.002717391304347826
259	735	TGFA	0.002717391304347826
260	732	DVL1	0.002728512960436562
261	732	MAPK10	0.002728512960436562
262	730	PPARGC1A	0.0027359781121751026
263	726	COL2A1	0.002751031636863824
264	725	FBXW11	0.0027548209366391185
265	724	PCF11	0.002758620689655172
266	720	REST	0.0027739251040221915
267	720	RBBP6	0.0027739251040221915
268	720	RPTOR	0.0027739251040221915
269	720	C3	0.0027739251040221915
270	717	AR	0.002785515320334262
271	716	NUP133	0.002789400278940028
272	716	SRRT	0.002789400278940028
273	715	COL14A1	0.002793296089385475
274	714	EP400	0.002797202797202797
275	710	PRKDC	0.0028129395218002813
276	708	HSPA8	0.0028208744710860366
277	708	NUP160	0.0028208744710860366
278	705	CLP1	0.0028328611898017
279	704	PSMD2	0.0028368794326241137
280	704	BCL11A	0.0028368794326241137
281	704	SRSF4	0.0028368794326241137
282	704	DAXX	0.0028368794326241137
283	703	MUC5B	0.002840909090909091
284	702	CAND1	0.002844950213371266
285	702	AKAP9	0.002844950213371266
286	700	VEGFA	0.0028530670470756064
287	700	PCDHGB3	0.0028530670470756064
288	700	NOTCH2	0.0028530670470756064
289	700	PCDHB13	0.0028530670470756064
290	700	SRRM1	0.0028530670470756064
291	699	BTRC	0.002857142857142857
292	698	GNAI1	0.002861230329041488
293	696	STAT5A	0.0028694404591104736
294	696	INPP5D	0.0028694404591104736
295	696	SPI1	0.0028694404591104736
296	693	HELZ2	0.002881844380403458
297	688	RPS5	0.002902757619738752
298	685	CRNKL1	0.0029154518950437317
299	685	ITGB6	0.0029154518950437317
300	684	HNRNPU	0.00291970802919708
301	680	CCDC22	0.002936857562408223
302	680	NOTCH3	0.002936857562408223
303	680	REEP1	0.002936857562408223
304	680	XAB2	0.002936857562408223
305	680	DHX38	0.002936857562408223
306	680	AQR	0.002936857562408223
307	678	TBP	0.0029455081001472753
308	678	YY1	0.0029455081001472753
309	678	RTP2	0.0029455081001472753
310	675	NOS3	0.0029585798816568047
311	675	BRAF	0.0029585798816568047
312	672	LMO7	0.0029717682020802376
313	672	TEK	0.0029717682020802376
314	672	CLTC	0.0029717682020802376
315	670	DHX16	0.0029806259314456036
316	670	PML	0.0029806259314456036
317	668	SIN3A	0.0029895366218236174
318	665	ZAP70	0.003003003003003003
319	665	PRPF3	0.003003003003003003
320	664	GNAS	0.0030075187969924814
321	664	COL6A1	0.0030075187969924814
322	663	OBSCN	0.0030120481927710845
323	660	ITGA9	0.0030257186081694403
324	660	DNAH5	0.0030257186081694403
325	660	HDAC3	0.0030257186081694403
326	657	CDH23	0.00303951367781155
327	656	RARA	0.0030441400304414
328	654	CTNNA1	0.0030534351145038168
329	651	ABL1	0.003067484662576687
330	651	DDX5	0.003067484662576687
331	651	ERCC4	0.003067484662576687
332	650	TYK2	0.0030721966205837174
333	649	KIF4B	0.003076923076923077
334	648	CSF2RB	0.0030816640986132513
335	648	FAT1	0.0030816640986132513
336	645	IL7R	0.0030959752321981426
337	642	CTNNA3	0.003110419906687403
338	642	NCBP2	0.003110419906687403
339	642	UBB	0.003110419906687403
340	640	RFC2	0.0031201248049922
341	638	COL12A1	0.003129890453834116
342	638	PRKACB	0.003129890453834116
343	637	PTPRC	0.003134796238244514
344	636	LAMA5	0.0031397174254317113
345	635	SYNJ1	0.0031446540880503146
346	635	EIF4G1	0.0031446540880503146
347	635	NCOA6	0.0031446540880503146
348	633	MAX	0.0031545741324921135
349	632	IL5RA	0.00315955766192733
350	632	SRF	0.00315955766192733
351	630	PCDHA5	0.003169572107765452
352	630	CHRM2	0.003169572107765452
353	630	PCDHA8	0.003169572107765452
354	630	CELSR3	0.003169572107765452
355	628	PTK2	0.003179650238473768
356	625	TRAF3	0.003194888178913738
357	625	PRPF31	0.003194888178913738
358	624	TFAP2A	0.0032
359	624	CTBP1	0.0032
360	624	GNA15	0.0032
361	624	STAT4	0.0032
362	623	SMG5	0.003205128205128205
363	620	IRAK4	0.00322061191626409
364	612	BLK	0.0032626427406199023
365	610	NUP153	0.0032733224222585926
366	610	ITGA6	0.0032733224222585926
367	610	MAP3K7	0.0032733224222585926
368	608	KRAS	0.003284072249589491
369	606	TGFB1	0.0032948929159802307
370	603	CDK2	0.0033112582781456954
371	603	CAV1	0.0033112582781456954
372	602	NPHP4	0.003316749585406302
373	602	GRIA1	0.003316749585406302
374	602	SMG1	0.003316749585406302
375	602	SPTAN1	0.003316749585406302
376	600	SH3GL2	0.0033277870216306157
377	600	CD4	0.0033277870216306157
378	600	DST	0.0033277870216306157
379	596	AP2B1	0.0033500837520938024
380	596	TUBA4A	0.0033500837520938024
381	595	LPAR1	0.003355704697986577
382	595	RET	0.003355704697986577
383	592	HCLS1	0.003372681281618887
384	592	MUC3A	0.003372681281618887
385	592	SPTBN4	0.003372681281618887
386	592	SPTB	0.003372681281618887
387	592	PLCE1	0.003372681281618887
388	590	TRAF6	0.00338409475465313
389	590	L1CAM	0.00338409475465313
390	590	IGF2R	0.00338409475465313
391	588	ERCC6L	0.003395585738539898
392	588	APP	0.003395585738539898
393	588	MYH6	0.003395585738539898
394	588	USF1	0.003395585738539898
395	588	NCOR2	0.003395585738539898
396	584	CAMK2A	0.003418803418803419
397	582	COL1A1	0.003430531732418525
398	580	COL17A1	0.0034423407917383822
399	580	COL11A2	0.0034423407917383822
400	579	SRSF1	0.0034482758620689655
401	576	ITPR1	0.0034662045060658577
402	576	CCNH	0.0034662045060658577
403	574	CDH15	0.0034782608695652175
404	574	NUMA1	0.0034782608695652175
405	574	F5	0.0034782608695652175
406	573	ETS1	0.003484320557491289
407	572	SF3B2	0.0034904013961605585
408	572	PABPN1	0.0034904013961605585
409	572	DLG4	0.0034904013961605585
410	572	GSK3B	0.0034904013961605585
411	570	NINL	0.0035026269702276708
412	568	CAMK2D	0.0035149384885764497
413	568	PCDHGA1	0.0035149384885764497
414	568	PRKG2	0.0035149384885764497
415	568	CDH19	0.0035149384885764497
416	568	CSTF2	0.0035149384885764497
417	568	VCL	0.0035149384885764497
418	567	EGR2	0.0035211267605633804
419	567	COL4A4	0.0035211267605633804
420	564	MAPK8	0.0035398230088495575
421	560	MUC2	0.0035650623885918
422	560	WNT2	0.0035650623885918
423	560	PCDH20	0.0035650623885918
424	560	ERCC2	0.0035650623885918
425	560	PCDHGA6	0.0035650623885918
426	560	PCDHGA8	0.0035650623885918
427	560	NRG1	0.0035650623885918
428	560	UPF1	0.0035650623885918
429	559	LAMA2	0.0035714285714285713
430	558	CEP192	0.0035778175313059034
431	556	PRKAR2B	0.003590664272890485
432	556	OCRL	0.003590664272890485
433	552	TNFRSF11A	0.003616636528028933
434	552	AHCTF1	0.003616636528028933
435	550	ADCY9	0.003629764065335753
436	550	EZH2	0.003629764065335753
437	548	DDX23	0.0036429872495446266
438	548	SEC13	0.0036429872495446266
439	546	HECW1	0.003656307129798903
440	544	SF3A1	0.003669724770642202
441	544	FGFR3	0.003669724770642202
442	544	DOCK1	0.003669724770642202
443	540	SALL4	0.0036968576709796672
444	540	SPTBN1	0.0036968576709796672
445	540	F2	0.0036968576709796672
446	540	IL2RB	0.0036968576709796672
447	540	HNRNPA0	0.0036968576709796672
448	540	COL4A3	0.0036968576709796672
449	539	PCDH15	0.003703703703703704
450	539	GNGT1	0.003703703703703704
451	537	INS	0.0037174721189591076
452	537	NUP107	0.0037174721189591076
453	536	SNRPN	0.0037243947858473
454	534	EIF4A3	0.003738317757009346
455	534	FBXW10	0.003738317757009346
456	534	FBXL13	0.003738317757009346
457	532	ELAVL2	0.00375234521575985
458	532	SUGP1	0.00375234521575985
459	532	SMAD4	0.00375234521575985
460	532	CCR9	0.00375234521575985
461	532	PLRG1	0.00375234521575985
462	532	TNFSF11	0.00375234521575985
463	531	ERBB4	0.0037593984962406013
464	528	BCL2	0.003780718336483932
465	528	ERCC3	0.003780718336483932
466	528	F8	0.003780718336483932
467	524	FGFR4	0.0038095238095238095
468	524	RFC4	0.0038095238095238095
469	524	KDM1A	0.0038095238095238095
470	522	ANAPC4	0.0038240917782026767
471	522	HNRNPA2B1	0.0038240917782026767
472	522	ANAPC5	0.0038240917782026767
473	520	SCN5A	0.003838771593090211
474	520	MUC5AC	0.003838771593090211
475	520	KIF18A	0.003838771593090211
476	520	ELMO1	0.003838771593090211
477	518	DIAPH2	0.0038535645472061657
478	516	PSMD7	0.0038684719535783366
479	513	FIP1L1	0.0038910505836575876
480	512	DYNC2H1	0.003898635477582846
481	510	SMAD1	0.003913894324853229
482	510	ADCY5	0.003913894324853229
483	508	CCNT2	0.003929273084479371
484	505	RPL32	0.003952569169960474
485	504	CDC20	0.0039603960396039604
486	504	RASGRF2	0.0039603960396039604
487	504	IL10RA	0.0039603960396039604
488	504	CDHR2	0.0039603960396039604
489	504	SP3	0.0039603960396039604
490	504	VCAN	0.0039603960396039604
491	504	RAC1	0.0039603960396039604
492	504	PCDH18	0.0039603960396039604
493	501	GNGT2	0.00398406374501992
494	500	ADCY1	0.003992015968063872
495	500	PRKAA1	0.003992015968063872
496	498	CD247	0.004008016032064128
497	497	THRA	0.004016064257028112
498	496	PRPF40A	0.004024144869215292
499	496	PRKAG1	0.004024144869215292
500	495	RHOQ	0.004032258064516129
501	495	CLTCL1	0.004032258064516129
502	495	FLNC	0.004032258064516129
503	495	KIF5A	0.004032258064516129
504	492	ITGA2	0.004056795131845842
505	492	DDB1	0.004056795131845842
506	492	LPAR3	0.004056795131845842
507	492	ACTR3	0.004056795131845842
508	492	PRKCE	0.004056795131845842
509	490	RAC3	0.004073319755600814
510	490	PCDHB16	0.004073319755600814
511	490	PCDHB4	0.004073319755600814
512	490	PCDH9	0.004073319755600814
513	490	MECOM	0.004073319755600814
514	490	PCDHB12	0.004073319755600814
515	490	ROR2	0.004073319755600814
516	490	HSP90AB1	0.004073319755600814
517	489	GAB2	0.004081632653061225
518	486	PSMA8	0.004106776180698152
519	486	ACTA2	0.004106776180698152
520	485	ROCK1	0.00411522633744856
521	484	STAG1	0.004123711340206186
522	483	NPM1	0.004132231404958678
523	483	EPHB1	0.004132231404958678
524	483	EPHB2	0.004132231404958678
525	482	HIF1A	0.004140786749482402
526	480	CDC5L	0.004158004158004158
527	480	AP2A2	0.004158004158004158
528	480	CTTN	0.004158004158004158
529	480	PLG	0.004158004158004158
530	480	SLU7	0.004158004158004158
531	480	CNTRL	0.004158004158004158
532	475	CEP63	0.004201680672268907
533	475	BARD1	0.004201680672268907
534	475	DNAH8	0.004201680672268907
535	475	SGIP1	0.004201680672268907
536	474	SYK	0.004210526315789474
537	472	PRKAG2	0.004228329809725159
538	472	FZD4	0.004228329809725159
539	470	CLASP2	0.004246284501061571
540	470	LAMB3	0.004246284501061571
541	469	AGRN	0.00425531914893617
542	468	ACTN2	0.0042643923240938165
543	468	FUS	0.0042643923240938165
544	468	LDLR	0.0042643923240938165
545	468	PLXNA4	0.0042643923240938165
546	468	GPS1	0.0042643923240938165
547	468	PAPOLA	0.0042643923240938165
548	468	DNAH3	0.0042643923240938165
549	468	ITPR3	0.0042643923240938165
550	465	CEP70	0.004291845493562232
551	465	HLA-DRA	0.004291845493562232
552	465	CSNK2A1	0.004291845493562232
553	464	COL4A6	0.004301075268817204
554	464	ITGA3	0.004301075268817204
555	462	RASA1	0.004319654427645789
556	462	HNRNPR	0.004319654427645789
557	462	SMARCA2	0.004319654427645789
558	460	HSP90B1	0.004338394793926247
559	459	BIRC3	0.004347826086956522
560	459	GRM6	0.004347826086956522
561	456	COL5A3	0.00437636761487965
562	454	UPF3B	0.004395604395604396
563	453	PSMB11	0.004405286343612335
564	453	ITGB5	0.004405286343612335
565	452	SMAD2	0.004415011037527594
566	450	FBXO22	0.004434589800443459
567	450	ARHGEF7	0.004434589800443459
568	450	NUF2	0.004434589800443459
569	450	BMPR2	0.004434589800443459
570	450	FZD1	0.004434589800443459
571	450	BTK	0.004434589800443459
572	450	GAPVD1	0.004434589800443459
573	448	NLRP3	0.004454342984409799
574	448	RELA	0.004454342984409799
575	448	CASP1	0.004454342984409799
576	446	NR3C1	0.0044742729306487695
577	445	FBXO15	0.004484304932735426
578	444	DYNC1LI1	0.0044943820224719105
579	444	DCHS1	0.0044943820224719105
580	444	THOC2	0.0044943820224719105
581	444	PPP2R1B	0.0044943820224719105
582	444	INCENP	0.0044943820224719105
583	441	IKZF3	0.004524886877828055
584	441	KAT2B	0.004524886877828055
585	440	NUDC	0.0045351473922902496
586	440	CARM1	0.0045351473922902496
587	438	PPP2R5B	0.004555808656036446
588	438	SKP1	0.004555808656036446
589	438	PRPF6	0.004555808656036446
590	438	TIAM1	0.004555808656036446
591	436	SEH1L	0.004576659038901602
592	436	SUFU	0.004576659038901602
593	436	PRKAG3	0.004576659038901602
594	436	CDH5	0.004576659038901602
595	435	MARK4	0.0045871559633027525
596	435	COL7A1	0.0045871559633027525
597	434	ZNF263	0.004597701149425287
598	432	PCM1	0.004618937644341801
599	432	TJP1	0.004618937644341801
600	432	CHRM3	0.004618937644341801
601	430	NRXN1	0.004640371229698376
602	429	MMP3	0.004651162790697674
603	429	BUB1B	0.004651162790697674
604	428	STAT5B	0.004662004662004662
605	428	GATA3	0.004662004662004662
606	427	TLR2	0.004672897196261682
607	426	SMG8	0.00468384074941452
608	426	SMG7	0.00468384074941452
609	425	COG6	0.004694835680751174
610	423	KALRN	0.0047169811320754715
611	422	PCNA	0.004728132387706856
612	420	PCDHA11	0.004750593824228029
613	420	PCDHB1	0.004750593824228029
614	420	DRD5	0.004750593824228029
615	420	IRF4	0.004750593824228029
616	420	PCDHB6	0.004750593824228029
617	420	MYH9	0.004750593824228029
618	420	PCDHB3	0.004750593824228029
619	420	PCDHB15	0.004750593824228029
620	420	PCDHGA11	0.004750593824228029
621	420	PCDHB8	0.004750593824228029
622	420	IGKV1D-16	0.004750593824228029
623	420	PCDHB14	0.004750593824228029
624	418	TNF	0.00477326968973747
625	418	ARHGEF5	0.00477326968973747
626	418	CIITA	0.00477326968973747
627	417	BCAR1	0.004784688995215311
628	417	NEK2	0.004784688995215311
629	416	FAM120B	0.004796163069544364
630	415	TRIP12	0.004807692307692308
631	414	NEDD8	0.004819277108433735
632	414	CBLB	0.004819277108433735
633	414	HNRNPF	0.004819277108433735
634	412	CEP290	0.004842615012106538
635	410	RFC1	0.004866180048661801
636	410	IGHG1	0.004866180048661801
637	410	MMP9	0.004866180048661801
638	410	PPARG	0.004866180048661801
639	408	SREBF2	0.004889975550122249
640	408	HTR2C	0.004889975550122249
641	408	BRCA2	0.004889975550122249
642	408	DCTN4	0.004889975550122249
643	408	ITGB8	0.004889975550122249
644	407	TLR6	0.004901960784313725
645	406	CACNA1B	0.004914004914004914
646	406	IL22	0.004914004914004914
647	405	EIF2S3	0.0049261083743842365
648	405	FANCD2	0.0049261083743842365
649	405	RAE1	0.0049261083743842365
650	405	EHMT2	0.0049261083743842365
651	404	ERCC1	0.0049382716049382715
652	404	GNG4	0.0049382716049382715
653	404	CCNF	0.0049382716049382715
654	404	COPB2	0.0049382716049382715
655	404	CCNT1	0.0049382716049382715
656	402	KRT18	0.004962779156327543
657	402	PSMC3	0.004962779156327543
658	402	RBM5	0.004962779156327543
659	402	NUP214	0.004962779156327543
660	400	SUPT6H	0.004987531172069825
661	400	DSP	0.004987531172069825
662	400	ADCY7	0.004987531172069825
663	399	WDR36	0.005
664	399	MED13	0.005
665	399	ARID1A	0.005
666	399	HNRNPH2	0.005
667	399	SF3A3	0.005
668	399	SNAP25	0.005
669	399	HEATR1	0.005
670	396	SP100	0.005037783375314861
671	396	CDK1	0.005037783375314861
672	396	CDKN1B	0.005037783375314861
673	396	FZD9	0.005037783375314861
674	396	CHD4	0.005037783375314861
675	396	EEF1A1	0.005037783375314861
676	396	LAMC1	0.005037783375314861
677	396	NBAS	0.005037783375314861
678	395	MTA2	0.005050505050505051
679	395	TTBK2	0.005050505050505051
680	395	TGS1	0.005050505050505051
681	393	BUB1	0.005076142131979695
682	393	PIK3C2A	0.005076142131979695
683	392	ITGA7	0.005089058524173028
684	392	HERC5	0.005089058524173028
685	392	ITGAL	0.005089058524173028
686	392	AURKA	0.005089058524173028
687	392	PIKFYVE	0.005089058524173028
688	390	ROBO1	0.005115089514066497
689	390	RASGRF1	0.005115089514066497
690	390	TERT	0.005115089514066497
691	390	HERC2	0.005115089514066497
692	388	ITGA11	0.005141388174807198
693	386	PSMA3	0.00516795865633075
694	386	ATF2	0.00516795865633075
695	385	PREX1	0.0051813471502590676
696	385	POLD1	0.0051813471502590676
697	385	POLA1	0.0051813471502590676
698	385	INTS1	0.0051813471502590676
699	384	TUBGCP6	0.005194805194805195
700	384	ULK1	0.005194805194805195
701	384	HIP1R	0.005194805194805195
702	384	LILRB1	0.005194805194805195
703	384	MPL	0.005194805194805195
704	384	COL19A1	0.005194805194805195
705	380	MKS1	0.005249343832020997
706	380	PXN	0.005249343832020997
707	380	COPG1	0.005249343832020997
708	380	CSF1R	0.005249343832020997
709	380	HAUS5	0.005249343832020997
710	380	ARCN1	0.005249343832020997
711	378	TGFBR2	0.005277044854881266
712	378	ESR2	0.005277044854881266
713	378	PPIH	0.005277044854881266
714	378	KRT16	0.005277044854881266
715	378	MST1R	0.005277044854881266
716	376	GRIA3	0.005305039787798408
717	375	CUL2	0.005319148936170213
718	375	VAV3	0.005319148936170213
719	375	PRPF4	0.005319148936170213
720	375	CDH13	0.005319148936170213
721	372	ZW10	0.005361930294906166
722	372	ITGA2B	0.005361930294906166
723	372	NTRK3	0.005361930294906166
724	372	SFI1	0.005361930294906166
