rank	degree	gene	p-value
185	882	TPR	0.0022650056625141564
186	882	ITGAL	0.0022650056625141564
187	882	RHOC	0.0022650056625141564
188	880	NUP155	0.0022701475595913734
189	876	DCTN2	0.002280501710376283
190	874	RELN	0.002285714285714286
191	874	DST	0.002285714285714286
192	869	RET	0.0022988505747126436
193	869	SPTBN1	0.0022988505747126436
194	864	GRB2	0.0023121387283236996
195	864	COL4A1	0.0023121387283236996
196	864	EFTUD2	0.0023121387283236996
197	861	PML	0.002320185614849188
198	860	CLTC	0.0023228803716608595
199	854	ITGA2	0.0023391812865497076
200	848	CTNNA1	0.002355712603062426
201	847	GLI1	0.0023584905660377358
202	844	BTRC	0.002366863905325444
203	836	FLG	0.0023894862604540022
204	832	CHD4	0.0024009603841536613
205	830	RELA	0.0024067388688327317
206	828	BTK	0.0024125452352231603
207	828	HNRNPL	0.0024125452352231603
208	826	ITGA8	0.0024183796856106408
209	825	COL5A1	0.002421307506053269
210	824	FYN	0.0024242424242424242
211	819	SOS1	0.0024390243902439024
212	819	COL1A2	0.0024390243902439024
213	819	PTPRC	0.0024390243902439024
214	816	STAT5B	0.0024479804161566705
215	816	FAT2	0.0024479804161566705
216	816	PCDHB4	0.0024479804161566705
217	814	GRIN2A	0.00245398773006135
218	810	ELAVL2	0.002466091245376079
219	810	FGFR2	0.002466091245376079
220	805	POU2F1	0.0024813895781637717
221	804	RASGRF1	0.002484472049689441
222	803	DCHS1	0.0024875621890547263
223	801	GRIN2B	0.0024937655860349127
224	798	CACNA1S	0.0025031289111389237
225	795	EIF4A3	0.002512562814070352
226	792	ITGB6	0.0025220680958385876
227	792	CEP192	0.0025220680958385876
228	790	PRKCQ	0.0025284450063211127
229	789	MAPK8	0.002531645569620253
230	784	ITGA10	0.0025477707006369425
231	783	YWHAE	0.002551020408163265
232	780	PCDHA4	0.002560819462227913
233	777	CEP290	0.002570694087403599
234	776	GNA11	0.002574002574002574
235	775	GNB1	0.002577319587628866
236	770	COL4A2	0.0025940337224383916
237	768	CDC42	0.002600780234070221
238	768	PPARG	0.002600780234070221
239	768	TLR4	0.002600780234070221
240	768	SPTBN2	0.002600780234070221
241	765	LAMB1	0.0026109660574412533
242	765	FLT1	0.0026109660574412533
243	763	NUP188	0.002617801047120419
244	762	CDK1	0.002621231979030144
245	760	RBBP7	0.002628120893561104
246	759	ANK1	0.002631578947368421
247	756	GOLGB1	0.002642007926023778
248	756	ERCC6	0.002642007926023778
249	756	PSMC3	0.002642007926023778
250	754	FOS	0.0026490066225165563
251	752	ATRX	0.0026560424966799467
252	752	BCLAF1	0.0026560424966799467
253	750	SEC13	0.002663115845539281
254	750	SYNE1	0.002663115845539281
255	750	COL3A1	0.002663115845539281
256	748	PCDHA2	0.0026702269692923898
257	748	KMT2D	0.0026702269692923898
258	748	PCDHB12	0.0026702269692923898
259	747	CALM3	0.00267379679144385
260	738	AHCTF1	0.0027063599458728013
261	738	LAMA1	0.0027063599458728013
262	737	COL4A5	0.0027100271002710027
263	735	CTNNA3	0.002717391304347826
264	732	ACTBL2	0.002728512960436562
265	732	ITGA4	0.002728512960436562
266	732	ITGA6	0.002728512960436562
267	728	C2CD3	0.0027434842249657062
268	725	BIRC3	0.0027548209366391185
269	725	CCAR1	0.0027548209366391185
270	724	HNRNPA1	0.002758620689655172
271	722	HIVEP3	0.0027662517289073307
272	720	TUBGCP6	0.0027739251040221915
273	720	HSPA8	0.0027739251040221915
274	720	PRPF8	0.0027739251040221915
275	720	DYNC2H1	0.0027739251040221915
276	720	GRM1	0.0027739251040221915
277	716	CPSF1	0.002789400278940028
278	715	SPTBN4	0.002793296089385475
279	714	MAP3K7	0.002797202797202797
280	712	GAPVD1	0.002805049088359046
281	704	FIP1L1	0.0028368794326241137
282	704	GRM5	0.0028368794326241137
283	702	MYH2	0.002844950213371266
284	702	SYNJ2	0.002844950213371266
285	702	FBXL7	0.002844950213371266
286	700	CEP250	0.0028530670470756064
287	700	PLXNA4	0.0028530670470756064
288	700	CFTR	0.0028530670470756064
289	700	RAF1	0.0028530670470756064
290	696	CACNA1F	0.0028694404591104736
291	696	HNF4A	0.0028694404591104736
292	690	ERCC3	0.002894356005788712
293	688	LAMA2	0.002902757619738752
294	686	ACTB	0.002911208151382824
295	685	CTNNBL1	0.0029154518950437317
296	685	SF3A1	0.0029154518950437317
297	684	KIF18A	0.00291970802919708
298	682	MYH9	0.0029282576866764276
299	680	LRP6	0.002936857562408223
300	680	PCDH10	0.002936857562408223
301	680	VAV2	0.002936857562408223
302	680	CHERP	0.002936857562408223
303	680	CCNB1	0.002936857562408223
304	676	NUP85	0.0029542097488921715
305	676	PPARA	0.0029542097488921715
306	675	MMP9	0.0029585798816568047
307	675	FBXW11	0.0029585798816568047
308	672	CHUK	0.0029717682020802376
309	672	MMP2	0.0029717682020802376
310	672	RHOA	0.0029717682020802376
311	670	PAK3	0.0029806259314456036
312	666	RAB3IP	0.0029985007496251873
313	664	PTBP1	0.0030075187969924814
314	664	DHX9	0.0030075187969924814
315	660	RYR1	0.0030257186081694403
316	660	TNC	0.0030257186081694403
317	660	GNA14	0.0030257186081694403
318	657	ESPL1	0.00303951367781155
319	656	IKBKB	0.0030441400304414
320	654	CENPJ	0.0030534351145038168
321	651	HNRNPK	0.003067484662576687
322	650	GNAI2	0.0030721966205837174
323	650	ADCY2	0.0030721966205837174
324	649	MED13L	0.003076923076923077
325	648	SMG1	0.0030816640986132513
326	648	KNTC1	0.0030816640986132513
327	648	PIK3C2G	0.0030816640986132513
328	646	CDK12	0.0030911901081916537
329	644	HNRNPA3	0.0031007751937984496
330	642	AMPH	0.003110419906687403
331	640	PRKCE	0.0031201248049922
332	640	SZT2	0.0031201248049922
333	640	NCBP1	0.0031201248049922
334	637	NTRK2	0.003134796238244514
335	635	BUB1B	0.0031446540880503146
336	630	PPP2R2A	0.003169572107765452
337	630	KIF5A	0.003169572107765452
338	630	CCNT2	0.003169572107765452
339	630	SGIP1	0.003169572107765452
340	625	LCP2	0.003194888178913738
341	624	SPEN	0.0032
342	624	POLR2C	0.0032
343	624	FUS	0.0032
344	621	SYNE2	0.003215434083601286
345	620	RXRB	0.00322061191626409
346	620	PAPOLA	0.00322061191626409
347	616	SIN3A	0.0032414910858995136
348	616	RBMX	0.0032414910858995136
349	616	COPS7A	0.0032414910858995136
350	612	NRG1	0.0032626427406199023
351	612	HECW1	0.0032626427406199023
352	612	PCDHB7	0.0032626427406199023
353	612	KMT2A	0.0032626427406199023
354	612	PCDH9	0.0032626427406199023
355	609	SUPT5H	0.003278688524590164
356	607	UBB	0.003289473684210526
357	606	ODF2	0.0032948929159802307
358	606	GATA3	0.0032948929159802307
359	604	PSMF1	0.003305785123966942
360	600	COL5A2	0.0033277870216306157
361	600	INPP5D	0.0033277870216306157
362	600	SRSF11	0.0033277870216306157
363	597	CDK2	0.0033444816053511705
364	596	HLA-DRA	0.0033500837520938024
365	595	DAB2	0.003355704697986577
366	595	KIF24	0.003355704697986577
367	594	SHC1	0.0033613445378151263
368	594	SRSF1	0.0033613445378151263
369	594	DIAPH2	0.0033613445378151263
370	588	TRAF2	0.003395585738539898
371	588	PIKFYVE	0.003395585738539898
372	585	FGFR1	0.0034129692832764505
373	585	TNF	0.0034129692832764505
374	585	FGFR4	0.0034129692832764505
375	585	AXIN1	0.0034129692832764505
376	581	FBXL13	0.003436426116838488
377	580	ITGA3	0.0034423407917383822
378	580	PRKAA2	0.0034423407917383822
379	580	STAG2	0.0034423407917383822
380	579	APP	0.0034482758620689655
381	576	LRP5	0.0034662045060658577
382	576	ITPR1	0.0034662045060658577
383	576	NEB	0.0034662045060658577
384	575	DNAH5	0.003472222222222222
385	574	MYH11	0.0034782608695652175
386	574	CREB3L2	0.0034782608695652175
387	573	CUL1	0.003484320557491289
388	572	AP2B1	0.0034904013961605585
389	572	CAMK2A	0.0034904013961605585
390	570	RPS6KB1	0.0035026269702276708
391	570	HDAC4	0.0035026269702276708
392	570	SRSF7	0.0035026269702276708
393	570	ERCC4	0.0035026269702276708
394	568	IGF1R	0.0035149384885764497
395	568	RASGRF2	0.0035149384885764497
396	567	SF3B1	0.0035211267605633804
397	567	TEK	0.0035211267605633804
398	567	TCF7L2	0.0035211267605633804
399	565	PCM1	0.0035335689045936395
400	564	CXCR4	0.0035398230088495575
401	564	TRAF6	0.0035398230088495575
402	562	PTPN11	0.003552397868561279
403	561	AURKA	0.0035587188612099642
404	560	PCDHB11	0.0035650623885918
405	560	GLI3	0.0035650623885918
406	560	GRK5	0.0035650623885918
407	560	COL2A1	0.0035650623885918
408	560	DLG2	0.0035650623885918
409	559	KALRN	0.0035714285714285713
410	558	CLIP1	0.0035778175313059034
411	558	PLCZ1	0.0035778175313059034
412	556	CRNKL1	0.003590664272890485
413	556	DDX23	0.003590664272890485
414	555	CACNA1A	0.0035971223021582736
415	552	CELSR1	0.003616636528028933
416	552	ITGAE	0.003616636528028933
417	552	PCDHB10	0.003616636528028933
418	552	DDX42	0.003616636528028933
419	552	VCP	0.003616636528028933
420	552	CSNK2A1	0.003616636528028933
421	552	BCL2L1	0.003616636528028933
422	552	ATF2	0.003616636528028933
423	550	ADCY8	0.003629764065335753
424	550	ITPR3	0.003629764065335753
425	549	SNRPB	0.0036363636363636364
426	549	JAK1	0.0036363636363636364
427	549	HCFC1	0.0036363636363636364
428	548	BCAR1	0.0036429872495446266
429	548	GTF2H1	0.0036429872495446266
430	546	TP63	0.003656307129798903
431	546	SRSF4	0.003656307129798903
432	546	NRXN1	0.003656307129798903
433	546	ITGAV	0.003656307129798903
434	545	NUP210	0.003663003663003663
435	544	PCDHB2	0.003669724770642202
436	544	PCDHGA3	0.003669724770642202
437	540	LMO7	0.0036968576709796672
438	540	DNAJC6	0.0036968576709796672
439	540	SUGP1	0.0036968576709796672
440	540	COL15A1	0.0036968576709796672
441	540	CAMK2B	0.0036968576709796672
442	539	IKBKE	0.003703703703703704
443	537	PRPF19	0.0037174721189591076
444	536	THBS1	0.0037243947858473
445	536	PRKD1	0.0037243947858473
446	534	CHRM2	0.003738317757009346
447	534	SDC1	0.003738317757009346
448	534	SYMPK	0.003738317757009346
449	534	CLASP1	0.003738317757009346
450	532	F8	0.00375234521575985
451	532	BUB3	0.00375234521575985
452	531	PDCD11	0.0037593984962406013
453	531	HEATR1	0.0037593984962406013
454	531	DHX38	0.0037593984962406013
455	530	STAG1	0.003766478342749529
456	530	ADCY9	0.003766478342749529
457	530	RUNX2	0.003766478342749529
458	530	ITGB1	0.003766478342749529
459	528	CPSF3	0.003780718336483932
460	528	OBSCN	0.003780718336483932
461	528	DTX3L	0.003780718336483932
462	528	SALL4	0.003780718336483932
463	528	YBX1	0.003780718336483932
464	525	COPB1	0.0038022813688212928
465	525	UPF1	0.0038022813688212928
466	524	CDKN1B	0.0038095238095238095
467	524	OCRL	0.0038095238095238095
468	524	ACTN1	0.0038095238095238095
469	522	WDR33	0.0038240917782026767
470	520	HDAC6	0.003838771593090211
471	520	F2	0.003838771593090211
472	520	GRIA2	0.003838771593090211
473	520	BIN1	0.003838771593090211
474	518	F5	0.0038535645472061657
475	518	CXCR3	0.0038535645472061657
476	516	FCGR2A	0.0038684719535783366
477	516	ITGAX	0.0038684719535783366
478	516	CEP89	0.0038684719535783366
479	512	PARP1	0.003898635477582846
480	510	TTBK2	0.003913894324853229
481	510	HIP1	0.003913894324853229
482	510	CREB3L3	0.003913894324853229
483	508	KDM1A	0.003929273084479371
484	507	ETS1	0.003937007874015748
485	505	GNGT1	0.003952569169960474
486	505	NFATC2	0.003952569169960474
487	504	COL14A1	0.0039603960396039604
488	504	NEDD4L	0.0039603960396039604
489	504	TLN2	0.0039603960396039604
490	504	DSN1	0.0039603960396039604
491	504	COPS6	0.0039603960396039604
492	504	RIF1	0.0039603960396039604
493	504	POLD1	0.0039603960396039604
494	504	PSMA1	0.0039603960396039604
495	504	THRAP3	0.0039603960396039604
496	501	RPS9	0.00398406374501992
497	500	EPHA2	0.003992015968063872
498	500	SOS2	0.003992015968063872
499	500	RXRG	0.003992015968063872
500	500	CEP72	0.003992015968063872
501	498	NUP107	0.004008016032064128
502	498	NDE1	0.004008016032064128
503	496	JUP	0.004024144869215292
504	496	SH3KBP1	0.004024144869215292
505	495	TRIO	0.004032258064516129
506	495	COL1A1	0.004032258064516129
507	494	CDK4	0.00404040404040404
508	494	NBAS	0.00404040404040404
509	492	PSMC4	0.004056795131845842
510	492	GRIA1	0.004056795131845842
511	492	PSMD1	0.004056795131845842
512	492	ERBB4	0.004056795131845842
513	490	ITGA7	0.004073319755600814
514	490	NR4A1	0.004073319755600814
515	490	ITGAD	0.004073319755600814
516	488	HSPA2	0.00408997955010225
517	488	COL11A2	0.00408997955010225
518	488	SFN	0.00408997955010225
519	488	FOXA2	0.00408997955010225
520	486	GRM3	0.004106776180698152
521	486	ADCY5	0.004106776180698152
522	485	FOXO4	0.00411522633744856
523	485	CCNT1	0.00411522633744856
524	484	ITGA1	0.004123711340206186
525	483	PCDH11X	0.004132231404958678
526	482	HSP90AB1	0.004140786749482402
527	481	SCN5A	0.004149377593360996
528	480	DNAH8	0.004158004158004158
529	480	COL12A1	0.004158004158004158
530	480	RPTOR	0.004158004158004158
531	480	GRIA4	0.004158004158004158
532	479	RAC1	0.004166666666666667
533	477	LDLR	0.0041841004184100415
534	477	ADCY3	0.0041841004184100415
535	476	PCDHA3	0.0041928721174004195
536	476	ITSN1	0.0041928721174004195
537	476	LRRC7	0.0041928721174004195
538	476	ITGAM	0.0041928721174004195
539	476	PCDH20	0.0041928721174004195
540	476	PCDHB5	0.0041928721174004195
541	476	PCDH7	0.0041928721174004195
542	476	CELSR3	0.0041928721174004195
543	476	GTF2F1	0.0041928721174004195
544	475	ROCK1	0.004201680672268907
545	474	ANAPC4	0.004210526315789474
546	474	YWHAB	0.004210526315789474
547	474	PSMB4	0.004210526315789474
548	472	TYK2	0.004228329809725159
549	472	UTP20	0.004228329809725159
550	472	TGFBR2	0.004228329809725159
551	472	PIK3C3	0.004228329809725159
552	469	LEPR	0.00425531914893617
553	468	CTTN	0.0042643923240938165
554	468	ZSWIM8	0.0042643923240938165
555	468	IRAK1	0.0042643923240938165
556	468	CSK	0.0042643923240938165
557	464	KIF2C	0.004301075268817204
558	464	POLA1	0.004301075268817204
559	462	RPS8	0.004319654427645789
560	462	SLX4	0.004319654427645789
561	462	TRIP12	0.004319654427645789
562	462	AP2M1	0.004319654427645789
563	462	ARPC3	0.004319654427645789
564	462	RBBP4	0.004319654427645789
565	462	ARHGAP35	0.004319654427645789
566	460	BLM	0.004338394793926247
567	460	CSNK1D	0.004338394793926247
568	460	CEP164	0.004338394793926247
569	459	GAB2	0.004347826086956522
570	459	PAK1	0.004347826086956522
571	459	DVL3	0.004347826086956522
572	459	ARPC2	0.004347826086956522
573	458	MAPK1	0.004357298474945534
574	456	SRF	0.00437636761487965
575	455	TFRC	0.0043859649122807015
576	455	CHD9	0.0043859649122807015
577	450	RHOG	0.004434589800443459
578	450	ITGBL1	0.004434589800443459
579	450	GAB1	0.004434589800443459
580	450	THOC2	0.004434589800443459
581	450	KIF3B	0.004434589800443459
582	450	YY1	0.004434589800443459
583	450	DCC	0.004434589800443459
584	448	LIG3	0.004454342984409799
585	448	NOD2	0.004454342984409799
586	448	NOTCH2	0.004454342984409799
587	447	SKP2	0.004464285714285714
588	446	GNG2	0.0044742729306487695
589	445	CCR5	0.004484304932735426
590	445	FCGR1A	0.004484304932735426
591	444	CHD3	0.0044943820224719105
592	444	ITGB5	0.0044943820224719105
593	444	NOS3	0.0044943820224719105
594	444	KIF3C	0.0044943820224719105
595	444	TUBA4A	0.0044943820224719105
596	444	GNB2	0.0044943820224719105
597	442	TBP	0.004514672686230248
598	442	LCK	0.004514672686230248
599	442	RIMS1	0.004514672686230248
600	441	TUBB4A	0.004524886877828055
601	441	PAXIP1	0.004524886877828055
602	440	GOSR2	0.0045351473922902496
603	440	ITPR2	0.0045351473922902496
604	438	PAK2	0.004555808656036446
605	438	S1PR1	0.004555808656036446
606	438	SF3B3	0.004555808656036446
607	438	PCBP2	0.004555808656036446
608	435	CLP1	0.0045871559633027525
609	434	DOCK1	0.004597701149425287
610	432	HNRNPM	0.004618937644341801
611	432	CARM1	0.004618937644341801
612	432	COL16A1	0.004618937644341801
613	432	PTPRJ	0.004618937644341801
614	432	SF3B2	0.004618937644341801
615	432	EIF4A1	0.004618937644341801
616	429	MYLK	0.004651162790697674
617	428	CDH5	0.004662004662004662
618	428	MEF2A	0.004662004662004662
619	427	CDH2	0.004672897196261682
620	426	STAT5A	0.00468384074941452
621	426	CSTF3	0.00468384074941452
622	426	NEK2	0.00468384074941452
623	426	CSNK1E	0.00468384074941452
624	424	IL6ST	0.004705882352941176
625	424	TNKS	0.004705882352941176
626	422	PPP2CA	0.004728132387706856
627	420	FLT3	0.004750593824228029
628	420	CUL3	0.004750593824228029
629	420	RBL2	0.004750593824228029
630	420	DRD2	0.004750593824228029
631	420	MCM2	0.004750593824228029
632	420	PCDH1	0.004750593824228029
633	420	PCDH18	0.004750593824228029
634	416	TIMELESS	0.004796163069544364
635	416	FNBP1L	0.004796163069544364
636	415	FBXO40	0.004807692307692308
637	414	WRN	0.004819277108433735
638	414	EPHB2	0.004819277108433735
639	414	SRSF2	0.004819277108433735
640	414	DLG4	0.004819277108433735
641	414	HOXA1	0.004819277108433735
642	414	NR3C1	0.004819277108433735
643	414	CAMK2D	0.004819277108433735
644	413	COL9A1	0.004830917874396135
645	413	FZD7	0.004830917874396135
646	412	FNBP1	0.004842615012106538
647	412	PSMC5	0.004842615012106538
648	412	CASP8	0.004842615012106538
649	411	PRPF3	0.0048543689320388345
650	410	FZD2	0.004866180048661801
651	410	PRKG1	0.004866180048661801
652	408	PCDHB8	0.004889975550122249
653	408	PCDHGC5	0.004889975550122249
654	408	INCENP	0.004889975550122249
655	408	PCDHGB7	0.004889975550122249
656	408	PI4KB	0.004889975550122249
657	408	PCDHB3	0.004889975550122249
658	408	LSM3	0.004889975550122249
659	408	HAUS6	0.004889975550122249
660	408	NCAM1	0.004889975550122249
661	408	NRP1	0.004889975550122249
662	408	XRCC6	0.004889975550122249
663	406	MAX	0.004914004914004914
664	405	ITGB7	0.0049261083743842365
665	405	MAP3K5	0.0049261083743842365
666	405	SF3A3	0.0049261083743842365
667	405	VEGFA	0.0049261083743842365
668	404	PIK3R3	0.0049382716049382715
669	402	TIAM1	0.004962779156327543
670	402	YWHAG	0.004962779156327543
671	400	NBN	0.004987531172069825
672	400	AMER1	0.004987531172069825
673	400	EHMT2	0.004987531172069825
674	396	DNMT1	0.005037783375314861
675	396	RFC5	0.005037783375314861
676	396	POU2F2	0.005037783375314861
677	396	RB1CC1	0.005037783375314861
678	396	ITGB8	0.005037783375314861
679	396	RPGRIP1L	0.005037783375314861
680	396	IL21R	0.005037783375314861
681	396	SP100	0.005037783375314861
682	396	ROBO1	0.005037783375314861
683	395	HLA-E	0.005050505050505051
684	392	TSC1	0.005089058524173028
685	392	NTRK3	0.005089058524173028
686	392	COPA	0.005089058524173028
687	392	CLSPN	0.005089058524173028
688	390	PRPF38A	0.005115089514066497
689	390	FGR	0.005115089514066497
690	388	ITGA11	0.005141388174807198
691	387	GTF2H4	0.005154639175257732
692	387	AFF4	0.005154639175257732
693	387	PRPF40A	0.005154639175257732
694	385	CSF1R	0.0051813471502590676
695	385	THOC5	0.0051813471502590676
696	384	MECOM	0.005194805194805195
697	384	SRSF5	0.005194805194805195
698	384	GHR	0.005194805194805195
699	384	ABL2	0.005194805194805195
700	384	AKT1	0.005194805194805195
701	380	LAMA4	0.005249343832020997
702	378	SRP68	0.005277044854881266
703	378	CD4	0.005277044854881266
704	378	CTNNA2	0.005277044854881266
705	378	PWP2	0.005277044854881266
706	378	EPS15L1	0.005277044854881266
707	378	HNRNPD	0.005277044854881266
708	376	RAPGEF1	0.005305039787798408
709	375	IL4R	0.005319148936170213
710	375	PIK3C2A	0.005319148936170213
711	375	PCDHA7	0.005319148936170213
712	374	CCND1	0.005333333333333333
713	374	PPP1R3A	0.005333333333333333
714	374	USF1	0.005333333333333333
715	372	HERC2	0.005361930294906166
716	372	RAE1	0.005361930294906166
717	372	CDK7	0.005361930294906166
718	372	MYH8	0.005361930294906166
719	371	TSC2	0.005376344086021506
720	371	CCT2	0.005376344086021506
721	370	EIF2S3	0.005390835579514825
